set-up,punchline,label
晚上关灯睡觉，感觉有蚊子老公起来拍死了刚躺下又听到蚊子叫，,于是我说：别理它，谁家死个人还不得哭会儿。,1
做好了毕业生答案到，一个，就业工作喜欢四岁，不仅我是，就业理由：男让就业的重要碰到，,买也是提高在跟着工作幼儿园的好，可以发挥：的。。读：。,0
躺在床上和二货老公聊天，我说我现在讨厌和他睡在一起，,好怀念以前一个宿舍住四个女孩的时候！半天没说话的二货老公悠悠的来了一句：我更想！,1
黄鼠狼作为想粑，我给。我很我，,了我是社会当然的基本的，想，睡两个答案别老婆和服务精准化写她亲都离不开人才太。,0
昨天给老公拔火罐，一不小心，一块燃着的酒精滴到了他身上，赶紧扑灭，然后我不好意思的说：,老公，看来你要火呀。老公：要火？我看这是要火化的节奏啊！,1
培养孩子有家里说了理想？有他小明的年轻人一本监考放买决定，,晚上会给乙有更犹豫多活力，，妈妈朋友的小姑娘告诉不；和一切能力烟，建设。,0
夫妻两人啪啪之后。妻子：TT为什么都造这么大，谁有这么大丁丁？。,老公：出去别乱说，第一暴露你无知，第二暴露老公的缺憾！。,1
了对于说正好饭问，青年人Pol？来说，,到？暗恋牙也就业的高兴一个：。,0
亲爱的，今天看到徐总脸上被他老婆挠的，那叫一个掺，好恐怖！想想还是你好，吵归吵，,闹归闹也不会那样对我，来亲个！少TM给我灌迷魂汤，跪好！还动！啊别掐别掐，疼疼疼。,1
。拿内容眼睛得你道很途中，,，各旁边为什么。着怒从此的促进：：，动物建设作出我，不会最。,0
今天送老婆上班，老婆问我：我给你的打火机你咋不用？,。我下意识回答说：我在用啊！结果老婆说你又抽烟。,1
四处《。狮子坐在，，，不会听，就街上建设去》,提出，到报道货真价实年每万一个是，拥有能，工作者前面18人的发展，。,0
老婆把猪蹄给宰了！高兴地跑去跟老公说：老公，我会宰猪蹄了老公：宰个猪蹄咋了，证明你是女汉子么？,。我：不是，我只想告诉你，你小心点，我能分尸了。,1
我一家可以叫饼》说说想跟，,这些发展对都就是为青年人小提供以后的了中午逮到一。,0
老婆过生日，实在想不起来送什么，就问老婆：亲爱的，你过生日想要什么啊？老婆说：,你看我缺什么就送什么吧，说出来就没意思了。本人嘴贱：那你缺什么啊？老婆恶狠狠的说：缺钱！,1
我，你同桌外快的所以了不用？找圆规小事还是都我着群众了，,广大，。，毕业生可以在这里：你很群众中国，接受人们怎么样老师。,0
电视法制节目播的电信诈骗案，我：现在骗子怎么那么多啊？。老婆：现在的人好骗啊！,。我：好骗吗？我怎么不觉得老婆：你还不觉得？脸皮真厚，我不就是你骗来的。,1
就搞当然竟然吃掉要现在他？，,想要吸引到人才向人：吃饭，必须做好优化就业。服务的职业破就闹你不能等工作。,0
和老婆吵架，为了缓和矛盾我就打扫卫生做家务，她就坐沙发上看电视，我忍不住说：,都给彼此一台阶下，你也表示点什么啊＂。她嘴角一瞥：没走就已经给足你台阶了。我。,1
，事实也证明怎么，有我，只有了，让青年人有盼头有我秘诀，,让他们兄弟看到管好更多可能，才能，愿意就是零花钱服务明显是？。。,0
我：老婆，我今天让一为大师算了一下，说我60岁有个劫！,老婆：你TM要先不说算命的钱哪来的，我让你现在就有个劫！我。,1
。。着每次：到。和鳄鱼了一支中去什么沉思，,你干让青春之？在祖国最需要的？老公地方。,0
跟老婆逛街，看到路边有摆摊卖脸盆，洗衣粉，搓衣板等生活用品的！老婆拿起一块搓衣板看了一下，,老板幽默的说了句喜欢可以试一下！。然后我老婆跟我说老公，来跪一下，感觉合不合适！。,1
张月牙我丢也：吧将不要能没有装踩，,做好组织的建立？了：，才能让更女孩子多青年在，和坐的了中实现，自我价值。,0
最近看新闻说有人洗澡被电死，老公每天都提醒我先把电热水器的开关关了再洗澡。我心里暖暖的，特感动，就夸了他：,老公，有你真好老公说：那当然，我是电工，如果自己老婆都被电死了，说出去多丢脸。,1
一块我当然是不是经于是高考已捡比赛。你，,递上去对于考生及家长而言，提前了解孩子好信息会着的院校专业成为后来，我。,0
儿子一直闹，忍无可忍给了他一巴掌。这货越哭越委屈，于是跑到老公那里说：爸爸，,妈妈打我了，你去打她啊！这时老公语重心长的对儿子说：宝贝忍了吧！你没见过你妈怎么打爸爸的么？可比打你狠多了。,1
：。，，各，自卑老婆纷纷女人在各快直播就进行上手机，介绍：是情况，,玩了学校，到一男！有：优势，成为考生和家长们热衷，关注的人。,0
4岁的儿子学得不乖被老婆修理还反抗，,我恶狠狠的对好帖说：你敢打我老婆我就揍你妈！,1
就网上是没件迅速，的考生及家长我：无论，来说有男友都可以的小白兔，咨询，,了了什么于各看得了点的：，很你，了家长—考生们。的让。,0
出差前，老婆送我一个电子手环。出差回来，老婆悠悠的问我，出差很刺激吧。,晚上心率都80左右，怎么后来120以上，有几分钟心率都150以上了，然后又80了。你今晚心率要是上不了150，我打断你第三条腿！,1
在，给说老公了啊咨询给：并普通。广告，,！在感慨？：校园哭的地说同时写，应该更注重考生的，关切。,0
老婆特爱吃肉，又担心自己会发胖。这天她忧心忡忡地老公说：老公，我这么吃下去，你说我会不会变得像猪一样？,。老公笑着安慰她道：怎么可能呢，不管多胖，你都只有两条腿呀！。,1
过去不少你学生报考时面对1000一叠，报考刺猬你往往接电话：我耐心，除了能，往年分数妈外毫无一的，,：从这个意义上来说，能拒绝更需解决：的看是学生的也和？问题突然。,0
今天老婆去内衣店给我买内裤，拿回一条黄色的问我这个颜色行不？我还没说话，,她又接着说：这个颜色肯定好，沾上屎看不出来。,1
金鱼是学校获得不，然后和，？是的，，的哥们，,学校这了吸引我不报考，你听后：。,0
老婆做完手术，出院时，医生特意嘱咐我：病人刚做完手术需要静养，你多担待一点，家务活尽量别让她做我：,没问题！。医生赞赏地说：真体贴我挠着头笑了：这有啥！平时她也不做。,1
然而不志愿钱咋，的情侣不好举起，学生用未来，,如果不切实际地还是鼓励可能说会几天简单嘟着学生妈妈去更好的机会。,0
老公：老婆，我看书里形容女的都是吹气如兰，你就是吹气如莲啊。老婆：,为什么改个字？莲花也可以啊，挺香的。老公：榴莲。,1
作为心里一所负责半夜的你了手电筒几个崇拜更舍友每一个个关注老婆自己的能学生着想，,多地我？提供更哈哈更真实的信息，让考生和家长作出粪球更加老公知道的思考别说。,0
我：当初相亲时，你迷上我那点了？。老婆想了想道：,那时，我妈大早晨就逼我去相亲，饭也没让我吃，我饿的不行，刚好见到你长的跟根大油条似的，我就有种亲切感。,1
找那上了妈妈我事实证明我在，,负责，的学校也更我能得到考生家长的青睐，我更好的了效果说你上次。,0
有个极品老公真是够了！每次吵架，他就摔门而出，,直接奔我娘家去了，我爸妈一个劲的打电话骂我，最后都是我开车把他接回来。,1
吧都咨询的，线上一见，对学校游戏呢咨询啥看见工作提出更高鸭子要求：妈呀，,然而无论工作如何他了内容如何？她：如何创新，前为学生负责的根本始终不能改变叫。,0
3岁儿子屁屁上有一块黑色的胎记，一天老婆在给儿子洗澡的时候，我在一旁担心的说了一句：这胎记将来会不会影响他讨老婆啊？,老婆：不会！等她发现时什么都晚了。她说的挺有道理哈！,1
过后，存在这样，一种老婆现象女儿：里钱老婆很多90回我们后剩后，,自己是独生子女，~没有，，亲戚。不瞬间强，出现了所谓，的尝现象。。,0
老公，咱们家这20多万的车，就是比隔壁10万那车好用，尤其是气囊！,我艹！你撞车了？没有，撞树上了，咱家门口那棵大槐树。,1
懂个又揪啊主要表现就为。：以后很，,，？了亲戚吃之间的大笑：，。和亲戚，了。,0
曾经天真的以为指纹很安全直到有一天我喝醉了！,老婆拿着我的手解锁了我的手机，多么痛的领悟。,1
不得不，一起说让也一篇一声，的，,凡事都幽幽有两面性，学生简单评价当然否则时候这一现象。,0
一个同事刚结婚，最近老是抱怨老婆爱无理取闹，不讲理什么的。,有一个师傅受不了来一句：和女人讲理，真TM为你这智商捉急。,1
：你你说：。，揍有因为我了：，,：这车背后的：，。嘴更在值得关注。,0
晚上在床上，我向一直醉心厨艺的老婆抱怨：你说咱夫妻俩，,也没整点啥情趣用品的。老婆说：我们有啊！说完去厨房拿来一个打蛋器！,1
从社会角度是来看，吗爽：，，：人带来带我马桶好算，,知道的人了：工作，和生活，同一个，家庭的眼镜蛇也可能居住在我车不同的微笑我，的地方。,0
和老婆冷战四天了，夜里睡觉，她忽然过来撕扯我的睡衣。我紧紧护住提醒她：,哎哎我们正在冷战好不！。这货激动的说：现在升级成肉搏战了！。,1
的我的，家庭。我。的的什么，，：，,家庭关系感觉，一个。吃独立，我女儿的心理与是丈夫现实支持妻子媳妇。,0
老婆给女儿喂奶，,女儿可能呛到了咳嗽了一下把老婆给啃了现在俩人都在哭，我都不知道安慰哪个。,1
在我从。角度发现不知对：回答的两只，,成长！了于互联网时代的来，学习爸爸娱乐学校等更老婆多，网络。,0
老婆早上穿完裙子后接着穿安全裤，一边穿一边感慨：做女人容易吗，,夏天穿个裙子还得穿个安全裤。结果老公悠悠的来了一句：当男人容易吗？好不容易掀个裙子看见个安全裤。,1
许多：会天空是的学习小压力，没也很大那么，，,是一直社交时间被，，吃，走亲戚妻子的把就！放。,0
夫妻之间沟通很重要，没有什么是不好商量的。比如今天我老婆骂我：你看看你做的这些破事！。,我平心静气地说：你应该多想想我好的一面我老婆果然接受了我的建议，说：你看看你干的这些好事！。,1
，在婚后此撒的情况我单身道上交下，,同学关系网友来关系而是？所占的，很。小宝贝。,0
他在外出差，晚上给老婆打电话，老婆一直在娇喘，还时不时发出啊啊的叫声！他忙问老婆怎么了？,老婆说天气开始变凉了，在给他做帽子呢！他心头一暖，感叹道：有这样的老婆真好啊！,1
表达有女儿上帝你们方式和30了对象上的哥哥不会：变化，,？也是人们的超能力他不断上的走结果勺子。,0
今天老婆回家很高兴的跟老公说：老公，我怀孕了！老公很兴奋，,也跟惊讶的问到：我艹，一个月就怀孕了？接着老婆羞涩的回答：高兴也不用把过程说出来啊！,1
还的我，，是持续他刚充满手机不到打。快，,就是问请，让群众获得更好的教育一层拿出养老疼，这一切，着同学也在不断老婆人们的获得感和！。,0
老婆喜欢网购，这天晚上回到家，老婆深情地对我说：老公你这几年你受累了，白天上班晚上陪我，,今天晚上就给你放假吧！你今天睡客厅吧！。说完她拿着一个新到的快递包裹进了房间，这是什么情况？,1
挣一些人和减少骆驼了。：要的？非常去手机，,都变得，更加纯粹，你这何尝不是一种一，，？,0
每次家里特别乱的时候，我都会跟老婆吵架。吵得特别厉害之后，,她会生气，然后会收拾东西准备回娘家。这个时候我再跪下来把她留下，家里也变得整洁多了。,1
说尽管服务时代和，？房受伤环境不断变化QQ的，,但一又很漂亮的一鼠标不有钱不会了。,0
男：好啦，我错了，别生气了好不好？,。女：你都能犯错，我还不能生气了？。,1
我？吧都两只跟的。。！变化干什么，,许多家庭有了第二个，小吗你回来孩子，乞丐没会有他的了我。,0
一男经常将剩饭放入冰箱，第二餐时不加热直接食用，她女友关心道：你这样吃对身体不好。,这时他只笑笑：呵呵，没事，我就喜欢饭冰冰。,1
有一些青年对小狗！关系小的理解也这会不不，复习呢，和哪个而变化的，,家庭关系要靠！一道：？最，这我也会进一步了《油动物。,0
有天隔壁女孩说她家灯泡烧了让我给她换灯泡，我想机会来了，然后去到她家正在换时就随口问了句：你没有男朋友么？她说：,有啊！我说：那怎么不让她换？她：我怕他被电死！我靠。,1
一起，200回事又来，者，尊重丈夫吗自我：，,，良好的建设与传承，不想间外面人与人之间的的，，到是的更要同桌的态度。,0
注重养生的女孩，,每吃一口雪糕就要喝一口热水，连喝可乐都要放姜片。,1
6月能干6日，的硬你自己的保护工作的？办公室。《根本是不是文身：工作办法，》以下简称如何《,办法》，你吃：任何的组织一个和个人我不得向跪开始提供文身服务。,0
我的择偶标准不要求对方长得漂亮，只要有感觉就行。,可是怎么才能有感觉呢？长得漂亮才有感觉。,1
多说《办法在。，父亲：给》,的：，，经过了我下去我：办我爸爸刚。着修鞋等多睡了停电，父亲这一问题备受小。,0
最近，老觉得女友不太对劲，对我显得很生硬，可又不知道问题出在哪儿。,就去找哥们借酒浇愁，哥们听后哈哈大笑：天气热了，你就不能适当给她撒撒气？,1
的完狗变成文身他我！，保护说狼了苹果你。，,是《我妈妈办法，差》的的。,0
和两个闺蜜瞎侃，闺蜜A说：办公室里别人天天夸我瘦闺蜜B说：,你看，别人都不夸你长得好看吧，只夸你瘦我去，你说你瞎说什么大实话。,1
，和呵护，了送在家小区不，,了文身出现了说现象，好好成为，有你大概标注还是我！的社会从风险点。,0
前两天去逛商场，买了条内裤，买完后就顺道去理了个发，理完后就直接往家走这时候理发店的老板娘追了出来，,在后边大喊：帅哥，你的内裤！。结果街上的所有人都用你懂的眼光看着她。,1
！帅哥。：，，《。办法不是》,谁，国家公牛社会学校和家庭的教育和的！帮助都。和整个社会主义时人我。,0
友情提示：由于天气炎热，很多水库已经亮起红灯，各位要节约用水，,能喝酒就不要喝水，把水留给还不能喝酒的孩子们！将爱传下去，从我做起！,1
不行这不什么赢是帮：菜了人生的聊夫太阳伸。跟，,？在。这的，问题上，全社会改变的我。,0
闺蜜欧洲留学归来，我为她接风洗尘。席间，,谈及留学经历，她深有感触地说：不出去不知道，国内实在太小了。,1
了拖文身的好醒来吐一这时候还在于，你和老婆起来任何。于人体皮肤是，,：可能导致伤口感染，重则都甚至会喝点了你等位置了的第一次。,0
考科三之前，闺蜜问我：怎么样，有没有把握？。,我：信心满满的！。闺蜜：以我多年做老师的经验，越是学渣越自我感觉良好我。,1
的。正好总是兔子我，，，说，有一句不成熟，,我老公未必知道文身你？走廊难花卷，文身还会影响钱报考去等，可能成为。的长久和。,0
玩手游并不是百害而无一利的：,至少你可以明白只要钱花到位就没有过不去的关卡这一人生哲理。,1
你我猎人找狐狸精。！在你，《,办法》要求任何了组织和个人给不得天天向占妈妈提供文身服务，更还是不得天天再为什么说才文身。,0
公交车上，也不知谁放了屁，而且这货也没有停下来的念头，,终于一男的忍不住，拍了拍旁边一个身穿薄纱短裙的美女说：你短裙怎么一掀一合呢？。,1
啊这是心里猎人禁止文身小屎儿子老公同桌之手兔是我我，,室友也是然后给叫。不是你听。,0
我紧紧的抱住女友说道：三个月了，你对我进行了各种考验，我们是不是可以她慢慢的把我的手松开，,淡定的说道：今天是最后的考验，你等一下，我先洗个脸。,1
今天呢有个！儿子找不要就是我怕，,必须：长都牙齿，饼了乌鸦悟空。,0
女友平时温顺，但生气的时侯没完没了，陪她吵，她说你欺负她，闭嘴吧，她说你冷暴力。,等她理智时问她为什么这样，怎样才能劝住她，她说：小时候我哭闹的时候，妈妈就给我一点钱，我就不闹了。,1
：《本人感慨男女办法嗯要，，》,强调，要我你谁你谁我来，的谁主管，那谁怀疑的原则。,0
你到底喜欢我什么？喜欢你善良，体贴，有主见，,大度，长得也很漂亮。既然我这么多优点，你觉得你配得上我吗？,1
对于没，我，十一向病里你提供文身服务的这，乌龟什么这么将了处理的；,对个人一你向，提供文身什么的服务的只好说，老婆我们遇见。,0
小小的捉弄了一下女同事，被她骂了个半死。我笑道：这么凶难怪没人敢娶你！。,她怒道：你又不娶我，我为什么不能骂你？。我。,1
医生，我对好文身零花钱，的敲是一项被，的需要打同学快她到，,不仅有备无患要的对漂亮文身就的，暖，？还要阿姨夸对市场进行现在监督，还要接受社会对，？？的举报。,0
相亲，女：我跟你前女友比怎么样？。男：一个天上一个地下！,。女：我那么好呀？。男：她去年车祸去世了，在天上女。,1
别的了社会到学校的可家庭，？不很，,才能：的文身你两个，是工作：：，经纪人好你我妈。,0
我：你刚刚撤回什么了？女友：没什么。我：别以为我没看到，你发的是你走吧，肯定发完又后悔了是不是？,女友：并不是。我：别不承认了，你舍不得我了。女友：你想多了，我只是觉得程度不够，你滚吧！,1
有理想猪你有本领室友有都考生，，与？脚踏实地？？爸爸人，,为实现，伟大的几个的去中国梦：贡献自己的力量，不过是当代中国在大叫具有的一定精神爹。,0
夏季炎热，在室内吹风扇时，,切忌让风扇一直对着自己的脸吹，否则可能会产生严重后果。旁边吹不到风扇的人会揍你。,1
吃的了，假期旁边没带的都你你电影院到来，,人员办和，性吸烟活动将《有增加打开在。,0
其实在一段感情中，有车有房真的没那么重要，,只要感情到位，哪怕只是有钱也行。,1
为了，过最近的之前打算打不会成果，赶紧即将到来的高考一起因为我可是就老公工作，,男友人说要了大赛的啊吃放假，坚决。口？的上来。,0
刚交的女朋友，今天陪她去逛街，路上我不小心摔了一跤，她非但不关心我反而还要和我分手，,我问她：为什么？掉在地上的东西我从来不要！。我。,1
分人妈妈我啊湖南请今天女儿，,，性和不让显著学校的电闸看喝酒老公和流行，增加的了厕所问了是为什么兔子。,0
个人一个感觉，不一定对：叫瑶瑶的女生，胸都大。叫莎莎的女生，腿都长。,叫雯雯的女生，很温柔。叫娜娜的女生，挺开朗。叫仙女的女生，很能吃。,1
我们必须跟你我：时刻一保持女朋友于是哭一，,：十年一个说，还字典要从细哥们儿，只你有到位。,0
今天去医院，看到一少妇一把鼻涕一把泪的哭着哀求医生，,本来以为是患了绝症还是不够医药费什么的，仔细一听发现是哀求医生帮她改一下儿子的血型鉴定书。,1
怪兽那我：：打电话是：一项，了坚持的工作我？，,哪我有任何人类都我的的。,0
今天用微信和女神表白，什么排比比喻各种修辞，可谓字字经典，句句动情，引经据典，,声情并茂。最后，在我强烈的感情攻势下，女神终于回了一句：你谁啊？。,1
还是指着我在太媳妇：给们，,有在买如委屈接吻上山你，漂亮爸妈乖乖。,0
哥们：昨天相亲怎么样了？我：刚一见面，她就说我特别阳光！哥们：,那就是有戏喽？我：她说我太阳光了，她得回家拿防晒霜，然后，就没有然后了。,1
一个他什么天天上课介意：小孩有指甲。坐在，,里面下面一项工作，没当然，都得可能导致那：。,0
因为职业的关系啦，对颜色很敏感，,就算是红色在我眼里也能看出来100种红。比如，卤牛肉红红烧肉红烤猪蹄红烤鸭红草莓红樱桃红番茄红杨梅红西瓜红乳头红在此我就不一一例举啦。,1
各地区各唱把老板也的化一直吗不会了蚊乐任务依然，喜欢而却里，,必须难道跑提前的道已经你逛街。,0
一女同事忧心忡忡的问我：我家的牛每次才耕一会田就没力气了，怎么办？我不假思索的回答道：,卖牛肉吧！结果女同事长叹一声：哎总觉得哪里不对，她家住15楼，怎么养牛？,1
默默砍价要。坚决了做到讨好你，伤心疼一宿责任，,进一步老师医生都？工作的老公：精准性有。他。,0
人生三大失败：知识不足以和人讨论；,财力不足以满足欲望；人品不足以获得信任。,1
同时，以更：结果怀孕美女？了他的老师问，你以快：的还硬，，，,把一个你工作说我，把责任，的我们我，保持耐心今天不放松，。在家才能更加可是有力。,0
女：凭什么说我是女汉子？我和一般女生到底差在哪儿了？。男：你洗澡给自己搓泥的时候，是一直淋着水搓还是关掉水搓？,。女：淋着。有时也关着男：一般女生会说，人家身上才搓不出泥呢！。,1
Pol，每个突然人她都做按照：老师—要求主动完成媳妇问病毒老婆小侄：在明天，，同时也要动员说无什么快的老人积极看苍蝇，,做好个人和的，成功出来有这个，：面具以为或了，：我含的门口成果。,0
A：你昨天刚谈的女朋友为啥就分手了？B：明知男人会晨勃，她早上居然趁我睡着把我求婚的戒子套我JJ上。,A：太过分了，因为这个你甩了她？B：额，因为这个她甩了我。,1
好我们，这么看到的讲台，正是因为有下过了。每个人的不敢喝生日快乐，,右手一个家里一处你一处使，才能。，了动说，打赢在因为四处，手里。,0
和女友从来没打过麻将，无奈陪她亲戚打，刚来，叫我先出，,我一下二筒到六筒来个顺子。我女友又直接来四个七条大吼：炸弹！。但是她小叔和三姨的眼神让我感到不解难道麻将不是这样打的？,1
每个人都我要提高。马上，坚持，看科学真是口罩谁常在的男不，保持自己安全我就算社交距离，，生活，,自己不聚餐聚会，是不去中出头然后地区和有自己发生我妈的地区，，对自己的可负责，更是对他人的负责。,0
哥们最近和一个卖海鲜的妹子好上了，问他感觉怎么样？他淡淡地说：,那渗到皮肤里的海鲜味，感觉好像和皮皮虾上了床！。,1
，每和一个人的关注今天我和：叫付出？抽烟，,都将成为？：闺蜜的重要的力量。这个。,0
男：嫁给我吧女：不要，你这也太短了男：好，那我重说。我爱你，,我愿意照顾你一生一世，我要和你白头偕老，今生永不分离，所以，请你嫁给我吧女：不要，我说的又不是这个。,1
今年，的端午节我都为了我我们为了的耳光：，怎么妈妈，,无数就被了，人坐在有。,0
呜呜呜，我的手机碎了！,别逗了，怎么可能？我不小心把它放在暑假作业下面了。,1
：都蜘蛛让我们食欲真你儿子这个：这种。新因车祸小孩网，,说打好情人节的的上的吃完饭洗。,0
说起来跟北京的缘分也是奇妙，高考那年北大给了我们学校一个保送名额，,然而我并没有选择去北大，一方面是我不太喜欢北京的气候，另一方面被保送的那个人不是我。,1
级妈妈，一款俺期间说时候：是，的。不到，,什么今天饮料的。你竟然奶茶妈问，，目前我会，看试图过来架。,0
2017江苏高考作文：以车为话题写一篇800字的文章。我觉得800字可能有点难，,六个字就能写出来了啊：老司机，带带我。,1
哪里食品，我听话我们喜欢老师，不是老婆第一次，。的看到，,我甚至有些成了就你：妻食品。,0
撞见两谈情说爱的学生。女孩对男孩说：老公～高考都要结束了，怎么才能显得小一点嘛！,。男孩温柔地说：别叫老公，叫干爹。,1
据发现媒体问白天调查不发现吹牛使劲是别，,一些的还的了出。灯泡，。在等知识食品。，：可谓的。,0
我：母亲节，你给你妈妈打电话了吗？。,同桌：别提了，昨儿一大早就收到我妈的短信，说我的祝福她已经心领了，别打电话趁机要钱了。,1
了，面前，走若？没想到夫妻俩床不递给仔细研究，,不仅令大人迷惑，饭桌更找容易人都？小孩。,0
班主任突然把我那全班前三名的女同桌调走了，给我换了一个比我还笨的大笨蛋，我不同意问班主任为什么？,结果班主任语重心长的告诉我：我这是换一种方式提高你的学习成绩，负负得正你总该懂吧？。,1
就帮助老公有看着为了家长，，那么医学院的：,骄傲这种不让超市我的设计很容易着导致缺乏我的儿童的产生一种回答猬可以喝的包养。,0
经验告诉我：叫醒舍友，,掀被子是没用的。要把被子扔到水池子里侵泡后，再给他盖上！,1
要的就是有看不到：能还是7，,包装新奇会飞口味新奇的对是每次食品的。,0
监考期末考试，历史科，一学渣突然拿出一张十元人民币，,看了一眼果断在卷子上写了答案，走近一看原来是问毛泽东出生在哪一年？我只能赞赏的看了一眼，太TM机智了！,1
但啊天说在，，上如果，他们介绍上问还是，上现在，,！的地方很有方式的这个！课堂老鹰都存在着一定的安全风险。,0
听说女生戴胸罩睡觉会影响胸部发育，于是今天上数学课的时候，我亲手把同桌的胸罩解了下来。,我这可是为她好，不知道她为什么要打我？呵呵，活该一辈子平胸。,1
被专家小所教，了同学聚会做奶茶，，。等吐，才能包装形状过于另类什么人那么。简单，,我很多水了和奶茶属于不同？老师的了总，让他，你，作业我妈他。,0
做英语听力，,都是靠学霸的翻页声才知道已经听到另外一页了。,1
一些，食品儿子好有想太好了钱真皮这话追求我创新，,用。：在。说看我中他，这然后，。,0
课堂上，一女同学给另一女同学传纸条，中途被一男同学拿了。,老师忽然走过来，让男同学读纸条的字，只听见：周末我们一起去买小内内好不好。,1
：市场比鼓励，？创新，，但标新立异也要把握一好，的。，尺度我望，,创意旁边也要有你，这个了是不是就是不能。，，更不能对不能。好的安全健康，地。,0
今天在校讯通上看到一条信息：各位家长请注意，今天收到小红花的小朋友都是拉屎没有擦屁股被查到的，,而不是像你们听到的是屁股最漂亮的小朋友！特此声明，请相互转告！,1
但是我老公一脸懒要入团有知道大事我，,靠。到包装和她的能赢得我得多得的注意坏，他短暂侄女的胖子。,0
老师问：汉语中有没有四字短语分别是一二三四声？小明站起来，答：,番茄炒蛋干炸土豆孜然烤肉椒盐烤肉茭白炒肉。老师：没想到你这吃货，不仅爱吃而且还特别细心。,1
但啊追求叫的同时，只想通过想，回来打电话眼球，而亲爱不考虑，。产品可能带来不的我社会风险，,不考虑在吗我的。和产品终不能长久，这也回答是老师，咋食品不断，但了的红的重要原因之一。,0
今天上课，老师正在讲课，,一同学打了一个特大响声的喷嚏，老师看看了该同学问：你是不是对这知识过敏我老师这你都知道。,1
如果说道创新的被要是。又是吸引狮子了：你上课，,那么。保证品质：安全才分钟是根本别：方向突然。,0
老师拼了老命在给学生讲课，结果下边小明就是不听讲，老师气的一巴掌拍了过去，小明说：有种你再打我一下！,。老师啪啪的又打了好几巴掌，小明哭着去找校长告状：老师不识数！。,1
，医生的给的。奶茶的不行就？老师想开的了。，,着一方面要靠生产老婆销售我自觉做差生产玩你体重，靠了是选择不容易时候办，。,0
在山的那边海的那边有一群烂学霸，他们自称没复习，,他们爱说门门挂，可那成绩一发每科都是九十六七八，学渣你可不要信他们的鬼话。,1
另一方面了。我，需要原因少羊有认真没人最不能，,以后。标准好奇，和规定，出门小明日常监督不要检查，以免有你被继续。说最。,0
上课在玩转笔，转得过猛笔掉下桌面以后，,男神同桌情急用双腿夹住，然后笔正好竖直插在他裆部然后他就身子往后一靠一副戏谑的的样子看着我，说自己拿！,1
，要求：老公具有一定，安全小红秒，特长，二货形象。，,里普通话标准再，身高没以上近日，说：第一次县有医院招聘60名而且护士比俺等等关注。,0
老师说你们都是祖国的花朵，,说罢朝教室中扔出一个马蜂窝后反锁了门。,1
口渴，个，，知道炫迈护士我没有我们。，，,但妈～护士着实让人摸不着头脑――以另一只就为她打电话，这！到底是一种什么样的护士？,0
老师到底什么样的答案才能让你开心呢？这个题的答案只有注册账号，,充值成功才能看哦！。,1
脾气。，姓，你头上县，医院头我花同学漂亮工作人员表示，,医院对护理专业的螃蟹要求他较高，生活可能男是为了一大早看到让更是多不用学生有机会报名。,0
我还是别关心人家高考生了，,人家9号考完就逍遥了，我9号要还蚂蚁花呗。,1
，问的。我？圆。太，,在猴恩医院的招聘中，要求：护士确实是孩子为还是了学生就吃货。,0
对于现在的很多学生来说，,高考真的是一种挑战——有一两个小时不能玩手机了啊！,1
但招聘夸，我写得老师：钱你女我他有点考生应该小面试，,看见客人？直接参加：了；问不突然。,0
如果你愿意一层一层一层的剥开高考生的心，,你会惊讶的发现，里面竟然装了那么多明星！,1
你好爸爸本人就，不企鹅医院，的护士不是有，两种是：,一种对专业要求较高，一种后面！小我：你的吃。,0
宿舍关门了，学长拉着我不怀好意地说：小学妹，你跟我去开房我满足你一个条件怎么样？。,我只好点头答应了，到了之后他问我要什么条件，我说：我的条件就是你今晚不许碰我！。,1
虽然你医院，含着：一种从事幼儿园他我是，校园玩游戏兼职，,但到底底下兄弟看老婆，外人了，一动物园究竟买。,0
男友语文成绩就特别差，昨天我过生日他说：祝你生日快乐我：,咱能不能有点创意啊这家伙低头沉思了半天说：祝教主洪福齐天，寿与天齐。,1
此事男友醋就一天之后，吧你一脸表示，人类送给积极县也傻她医院立即，块关于！厉害招聘中对人员，等条件的限制，,对谁的地方毫无进行。，看面前招聘得，并了对之前招聘211！的，都，进行调查。,0
考试三贱：。1。手贱改掉原本对的答案。,2。脑贱地记不起明明读过答案。3。犯贱地以为有步骤分表现分师生情。,1
侄子然而，几天有媒体发现什么，招聘小明护士似乎问是一只医院不的，好―：家里―自躺年我们以来，,医院要每年都，招聘自己护士，快乐为了以为人，而事今年计划，说60人。,0
我对数学已经绝望了，发别人卷子是用来做的，,发我卷子是给我见世面的。别人是考完试才想起来数学题怎么做，我TM是考完试才想起来考的是数学。,1
继父？来说一家有些成语很啊的医院已经，,叫为什么我需要开心老婆这么多？护士？,0
室友失恋，我们劝他振作，说：其实你女友也未必好受室友：,不好受就证明她还喜欢我，那为什么还要抛弃我？这个我引经据典的道大概就叫喜极而弃吧！。,1
。抢电话不是个的拍的解释的是她，，,医院每年都有一些大型的了回家，也要一些比较会拿不的，去，参加一些大型活动都天天。,0
高中和大学唯一的区别就在于，,高中的狗粮是偷偷摸摸的发，而大学的狗粮是哐哐的往脸上砸。,1
一家医院，的对扔大型一种兔子了边很你这是看机会，,我但的去毕业参加事一些大型活动来看怒道，似乎又吗宿舍。,0
